Course Title,Rating,Level,Duration,Schedule,Review,What you will learn,Skill gain,Modules,Instructor,Offered By,Keyword,Course Url
People and Soft Skills for Professional and Personal Success Specialization,4.6,Beginner level,1 months at 10 hours a week,Flexible schedule,402 reviews,"Create and deliver presentations that will leave a lasting impact on your audience Communicate with your peers in a way that builds your personal reputation and increases your eminenceDemonstrate active listening skills and questioning styles to explore issues, enhance understanding, and resolve problemsComplete work in an agile and effective manner that will ensure satisfaction and contribute to your career growth","['People Skills', 'Professional Development', 'Presentation Skills', 'Soft skills', 'Communication Skills']","['Collaborate Effectively for Professional Success', 'Present with Purpose: Create/Deliver Effective Presentations', 'Delivering Quality Work with Agility', 'Solving Problems with Creative and Critical Thinking', 'Developing Interpersonal Skills ', 'People and Soft Skills Assessment ']",['IBM Skills Network Team'],['IBM'],Personal Development,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success
Cómo hablar bien en público,4.8,Beginner level,Approx. 10 hours to complete,Flexible schedule,"2,083 reviews",,[],"['Presentación', 'Cómo hablar bien en público', 'El emisor u orador', 'El receptor o la audiencia ', 'El mensaje o el discurso', 'El canal o medio y las circunstancias']",['Manuel Pimentel Siles'],['Universitat Autònoma de Barcelona'],Personal Development,https://www.coursera.org/learn/hablar-bien-en-publico
Getting Started with Microsoft Word,4.7,Beginner level,1 hour,,360 reviews,"Create and save a document in MS Word.Develop a flyer with text that includes bullets, an image and a table using MS Word.Demonstrate basic MS Word text formatting skills.","['Text Editing', 'Tables', 'word processing', 'format text', 'Microsoft Word']",['Learn step-by-step'],['Judy Richardson'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/getting-started-microsoft-word
Adapting: Career Development Specialization,4.8,Beginner level,2 months at 10 hours a week,Flexible schedule,322 reviews,"Critically evaluate the process of self-directed personal change and apply it to an area of leadership development. Understand the drivers of stress and strategies to enhance your resilience in dealing with stress.Evaluate career management issues and design a career path that fits personal values, interests, personality, and skills.Critically evaluate the nature of cultural intelligence and apply strategies to develop your cultural sensitivity in managing diversity.","['Diversity (Business)', 'Stress Management', 'Career Development', 'Resilience', 'Cultural intelligence']","['Build personal resilience', 'Cultural intelligence: Become a global citizen', 'Career planning: Your career, your life', 'Professional development: Improve yourself, always']","['Associate Professor Paul Nesbit', 'Professor Fei Guo', 'Dr Alena Soboleva']",['Macquarie University'],Personal Development,https://www.coursera.org/specializations/adapting-career-development
Learning and Development,4.7,Beginner level,15 hours (approximately),Flexible schedule,175 reviews,How to create and deliver effective trainings in your organizationHow to evaluate key metrics that will demonstrate training outcomes and results,"['Learning Delivery Methods', 'Effective Training', 'Training Needs', 'Learning Models']","['Introduction to Learning and Development', 'Structure and Design of Learning', 'Implementation and Evaluation of Training and Development', 'Learning Delivery, Application and Evaluation']","['Rachel Landers', 'Brad Boyson']",['HRCI'],Personal Development,https://www.coursera.org/learn/learning-and-development
The Manager's Toolkit: A Practical Guide to Managing People at Work,4.7,,Approx. 28 hours to complete,Flexible schedule,"3,636 reviews",,"['Decision-Making', 'Leadership', 'Management', 'Performance Management']","['Introduction', 'Interviews', 'Leadership and Decision making', 'Performance Management', 'Pay as a motivator', 'Managing conflict at work']",['Dr Chris Dewberry'],"['University of London', 'Birkbeck, University of London']",Personal Development,https://www.coursera.org/learn/people-management
Launch Your Online Business,4.8,Beginner level,Approx. 16 hours to complete,Flexible schedule,515 reviews,,[],"['Let’s Start with the Basics of an Online Business', 'A Deeper Dive into Creating an Online Business ', 'Preparing Your Online Business Launch', 'Successful Launch of Your Online Business. Now what? ']",['Joan Decollibus'],['The State University of New York'],Personal Development,https://www.coursera.org/learn/launch-online-business
"Product Ideation, Design, and Management Specialization",4.5,Beginner level,1 months at 10 hours a week,Flexible schedule,389 reviews,"Identify product ideas by developing your entrepreneurial thinking, exploring competitive analysis and industry analysis, and understanding the keys to value innovation.Understand the keys to successfully navigating the roles and responsibilities of being a product leader to champion change with internal and external collaborators and influencers.Learn how to truly know your target customer, your customer’s underserved needs, your value proposition, your product feature set, and your user experience, then integrate this knowledge into product and market requirements and positioning plans.Translate product ideas into reality by creating prototypes and minimum viable products (MVPs), as well as the financial strategies to fund their development and delivery","['Product Management', 'product design', 'Product Development', 'Innovation', 'Ideation']","['Developing Innovative Ideas for Product Leaders', 'Product Management Essentials', 'Establishing Product-Market Fit', 'Creative Design, Prototyping, and Testing', 'Financial Management for Product Leaders']","['Cait von Schnetlage', 'Michael R. Pratt', 'Dr. James V. Green']","['University of Maryland, College Park']",Personal Development,https://www.coursera.org/specializations/product-ideation-design-and-management
Creative Problem Solving,4.4,,Approx. 13 hours to complete,Flexible schedule,"2,319 reviews",,[],"['Introduction to the Course', 'Divergent and Convergent Thinking', 'Creativity, Motivation and Observation', 'Creativity and Observation']","['Jody Nyboer, PhD', 'Brad Hokanson, PhD']",['University of Minnesota'],Personal Development,https://www.coursera.org/learn/creative-problem-solving
Successful Career Development,4.6,Beginner level,19 hours (approximately),Flexible schedule,"1,415 reviews",,[],"['Career Habitudes', 'Finding a Mentor', 'NetWeaving: Networking with Intention ', 'Practical LinkedIn', 'Building Authentic Relationships', 'Asking for Help', 'Adjusting the Career Plan']","['Ana T. Baida, Ed.D.', 'Dan Stotz', 'Wes Rhea, J.D.']",['University System of Georgia'],Personal Development,https://www.coursera.org/learn/career-advancement
Get started with Upwork,4.3,Beginner level,2 hours,,101 reviews,Learn how to use Upwork to start your Freelance careerWork on Portfolios and Proposals for Freelance work,"['portfolio', 'Freelance Work', 'Freelancing', 'Computer Network', 'Software']",['Learn step-by-step'],['Monica I. Heredia Rodriguez'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/get-started-with-upwork
Hiring and Onboarding Employees with ClickUp,4.5,Intermediate level,2 hours,,370 reviews,Create an HR workspace and folders. Create custom fields and add actions using keyboard shortcuts.Create document templates and track and estimate times. ,"['Training', 'Onboarding', 'Time management', 'Human Resources Management', 'Hiring']",['Learn step-by-step'],['Abby Saey'],['Coursera Project Network'],Personal Development,https://www.coursera.org/projects/hiring-onboarding-employees-with-clickup
Business English: Networking,4.8,Intermediate level,28 hours (approximately),Flexible schedule,"3,232 reviews",,"['Email Writing', 'Business Communication', 'Communication', 'English Language']","['Introduction to Business English Communication', 'Introductions', 'Emails', 'Meeting Arrangements on the Telephone', 'Meeting Arrangements (Email)']",['Richard Moore'],['University of Washington'],Personal Development,https://www.coursera.org/learn/business-english-intro
Salesforce Sales Development Representative Professional Certificate,4.5,Beginner level,3 months at 10 hours a week,Flexible schedule,393 reviews,Articulate the purpose of the Sales Development Representative role and develop strategies for your personal and professional success Prepare a professional portfolio and develop your personal brand to reflect your performance in the interview processApply the success-proven principles of the SV Academy Conversational Selling methodologyProblem-solve using the best-in-class tech tools of the SDR workflow,"['Sales', 'Time management', 'Cold Calling', 'Sales Development', 'interviewing']","['Groundwork for Success in Sales Development', 'Foundations for Interviewing with Confidence', 'Conversational Selling Playbook for SDRs', 'Boosting Productivity through the Tech Stack', 'Practical Guide to Navigating Professional Relationships']","['Paige Caldwell', 'Mandy Bynum Mc Laughlin', 'Akhil Cherukupally', 'Trailhead', 'Alicia Mitchell', 'Luis Cazares', 'Noorin Fazal', 'Marcos Serna', 'Allie Kaiser', 'Rachel Gasparini', 'Richard Yang', 'Loren Crundwell', 'Ernest Owusu', 'Jordan Arogetti', 'NaOmi Furukawa', 'Andrae Washington', 'Jolyn Cafferata', 'Eric Bryan', 'Moise Moodie', 'Lara Arabi']","['Salesforce', 'SV Academy']",Personal Development,https://www.coursera.org/professional-certificates/sales-development-representative
Strategic Career Self-Management,4.5,Intermediate level,12 hours (approximately),Flexible schedule,294 reviews,,"['Self-Assessment', 'Career Development', 'Job Readiness', 'Skills Management', 'personal strategy']","['Getting Started', 'Navigating the New Skills Economy', 'Developing Career-Building Skills', 'Managing Skills to Gain a Competitive Edge', 'Conclusion: Your continuing career self-management']","['Amy Giaculli', 'Dr. Valeri Chukhlomin']",['The State University of New York'],Personal Development,https://www.coursera.org/learn/strategic-career-self-management
